27,Philippians 4:6-7,"6 Be careful for nothing; but in every thing by prayer and supplication with thanksgiving let your requests be made known unto God.
7 And the peace of God, which passeth all understanding, shall keep your hearts and minds through Christ Jesus.","6 Don't fret or worry. Instead of worrying, pray. Let petitions and praises shape your worries into prayers, letting God know your concerns. 7 Before you know it, a sense of God's wholeness, everything coming together for good, will come and settle you down. It's wonderful what happens when Christ displaces worry at the center of your life.","
6 Do not fret or have any anxiety about anything, but in every circumstance and in everything, by prayer and petition ( definite requests), with thanksgiving, continue to make your wants known to God. 
7 And God's peace [shall be yours, that tranquil state of a soul assured of its salvation through Christ, and so fearing nothing from God and being content with its earthly lot of whatever sort that is, that peace] which transcends all understanding shall garrison and mount guard over your hearts and minds in Christ Jesus.",anxiety,no
28,Mathew 11:28-30,"28 Come unto me, all ye that labour and are heavy laden, and I will give you rest.

29 Take my yoke upon you, and learn of me; for I am meek and lowly in heart: and ye shall find rest unto your souls.

30 For my yoke is easy, and my burden is light.","28 ""Are you tired? Worn out? Burned out on religion? Come to me. Get away with me and you'll recover your life. I'll show you how to take a real rest. 29 Walk with me and work with me — watch how I do it. Learn the unforced rhythms of grace. I won't lay anything heavy or ill-fitting on you. 30 Keep company with me and you'll learn to live freely and lightly."" ","28 Come to Me, all you who labor and are heavy-laden and overburdened, and I will cause you to rest. [I will ease and relieve and refresh your souls.] 

29 Take My yoke upon you and learn of Me, for I am gentle (meek) and humble (lowly) in heart, and you will find rest ( relief and ease and refreshment and recreation and blessed quiet) for your souls. [Jer 6:16.] 

30 For My yoke is wholesome (useful, good — not harsh, hard, sharp, or pressing, but comfortable, gracious, and pleasant), and My burden is light and easy to be borne.",anxiety,no
29,1 Peter 5:7,Casting all your care upon him; for he careth for you.,Live carefree before God; he is most careful with you.,"Casting the whole of your care [all your anxieties, all your worries, all your concerns, once and for all] on Him, for He cares for you affectionately and cares about you watchfully.",anxiety,no
30,Proverbs 12:25,Heaviness in the heart of man maketh it stoop: but a good word maketh it glad.,Worry weighs us down; a cheerful word picks us up. ,"Anxiety in a man's heart weighs it down, but an encouraging word makes it glad.",anxiety,no
31,Isaiah 41:10,"Fear thou not; for I am with thee: be not dismayed; for I am thy God: I will strengthen thee; yea, I will help thee; yea, I will uphold thee with the right hand of my righteousness.","Don't panic. I'm with you. There's no need to fear for I'm your God. I'll give you strength. I'll help you. I'll hold you steady, keep a firm grip on you.","Fear not [there is nothing to fear], for I am with you; do not look around you in terror and be dismayed, for I am your God. I will strengthen and harden you to difficulties, yes, I will help you; yes, I will hold you up and retain you with My [victorious] right hand of rightness and justice.",anxiety,no
32,Proverbs 3:5-6,"5 Trust in the Lord with all thine heart; and lean not unto thine own understanding.
6 In all thy ways acknowledge him, and he shall direct thy paths.","5 Trust God from the bottom of your heart; don't try to figure out everything on your own. 
6 Listen for God's voice in everything you do, everywhere you go; he's the one who will keep you on track.","5 Lean on, trust in, and be confident in the Lord with all your heart and mind and do not rely on your own insight or understanding. 
6 In all your ways know, recognize, and acknowledge Him, and He will direct and make straight and plain your paths.",anxiety,no
33,2 Timothy 1:7,"For God hath not given us the spirit of fear; but of power, and of love, and of a sound mind.","God doesn't want us to be shy with his gifts, but bold and loving and sensible.","For God did not give us a spirit of timidity (of cowardice, of craven and cringing and fawning fear), but [He has given us a spirit] of power and of love and of calm and well-balanced mind and discipline and self-control.",anxiety,no
34,Psalms 34:4,"I sought the Lord, and he heard me, and delivered me from all my fears.","God met me more than halfway, he freed me from my anxious fears.","I sought (inquired of) the Lord and required Him [of necessity and on the authority of His Word], and He heard me, and delivered me from all my fears.",anxiety,no
35,John 14:27,"Peace I leave with you, my peace I give unto you: not as the world giveth, give I unto you. Let not your heart be troubled, neither let it be afraid.","I'm leaving you well and whole. That's my parting gift to you. Peace. I don't leave you the way you're used to being left — feeling abandoned, bereft. So don't be upset. Don't be distraught.","Peace I leave with you; My [own] peace I now give and bequeath to you. Not as the world gives do I give to you. Do not let your hearts be troubled, neither let them be afraid. [Stop allowing yourselves to be agitated and disturbed; and do not permit yourselves to be fearful and intimidated and cowardly and unsettled.]",anxiety,no
36,Psalms 56:3,"What time I am afraid, I will trust in thee.",When I get really afraid I come to you in trust.,"What time I am afraid, I will have confidence in and put my trust and reliance in You.",anxiety,no
37,Psalms 55:22,"Cast thy burden upon the Lord, and he shall sustain thee: he shall never suffer the righteous to be moved.","Pile your troubles on God's shoulders — he'll carry your load, he'll help you out. He'll never let good people topple into ruin.","Cast your burden on the Lord [releasing the weight of it] and He will sustain you; He will never allow the [consistently] righteous to be moved (made to slip, fall, or fail).",anxiety,no
38,Isaiah 26:3,"Thou wilt keep him in perfect peace, whose mind is stayed on thee: because he trusteth in thee.","People with their minds set on you, you keep completely whole, Steady on their feet, because they keep at it and don't quit.","You will guard him and keep him in perfect and constant peace whose mind [both its inclination and its character] is stayed on You, because he commits himself to You, leans on You, and hopes confidently in You.",anxiety,no
39,Psalms 94:19,In the multitude of my thoughts within me thy comforts delight my soul.,"When I was upset and beside myself, you calmed me down and cheered me up.","In the multitude of my [anxious] thoughts within me, Your comforts cheer and delight my soul!",anxiety,no
40,Romans 8:31,"What shall we then say to these things? If God be for us, who can be against us?","So, what do you think? With God on our side like this, how can we lose?","What then shall we say to [all] this? If God is for us, who [can be] against us? [Who can be our foe, if God is on our side?]",anxiety,no
41,Psalms 139:13-16,"13 For thou hast possessed my reins: thou hast covered me in my mother's womb.

14 I will praise thee; for I am fearfully and wonderfully made: marvellous are thy works; and that my soul knoweth right well.

15 My substance was not hid from thee, when I was made in secret, and curiously wrought in the lowest parts of the earth.

16 Thine eyes did see my substance, yet being unperfect; and in thy book all my members were written, which in continuance were fashioned, when as yet there was none of them.","13 Oh yes, you shaped me first inside, then out;
you formed me in my mother's womb. 
14 I thank you, High God — you're breathtaking!
Body and soul, I am marvelously made!
I worship in adoration — what a creation! 
15 You know me inside and out,
you know every bone in my body;
You know exactly how I was made, bit by bit,
how I was sculpted from nothing into something. 
16 Like an open book, you watched me grow from conception to birth;
all the stages of my life were spread out before you,
The days of my life all prepared
before I'd even lived one day.","13 For You did form my inward parts; You did knit me together in my mother's womb. 

14 I will confess and praise You for You are fearful and wonderful and for the awful wonder of my birth! Wonderful are Your works, and that my inner self knows right well. 

15 My frame was not hidden from You when I was being formed in secret [and] intricately and curiously wrought [as if embroidered with various colors] in the depths of the earth [a region of darkness and mystery]. 

16 Your eyes saw my unformed substance, and in Your book all the days [of my life] were written before ever they took shape, when as yet there was none of them.",abortion,no
42,Jeremiah 1:5,"Before I formed thee in the belly I knew thee; and before thou camest forth out of the womb I sanctified thee, and I ordained thee a prophet unto the nations.","""Before I shaped you in the womb,
I knew all about you.
Before you saw the light of day,
I had holy plans for you:
A prophet to the nations — 
that's what I had in mind for you.""","Before I formed you in the womb I knew [and] approved of you [as My chosen instrument], and before you were born I separated and set you apart, consecrating you; [and] I appointed you as a prophet to the nations.",abortion,no
43,Psalms 127:3-5,"3 Lo, children are an heritage of the Lord: and the fruit of the womb is his reward.

4 As arrows are in the hand of a mighty man; so are children of the youth.

5 Happy is the man that hath his quiver full of them: they shall not be ashamed, but they shall speak with the enemies in the gate.","3 Don't you see that children are God's best gift?
the fruit of the womb his generous legacy? 
4 Like a warrior's fistful of arrows
are the children of a vigorous youth. 
5 Oh, how blessed are you parents,
with your quivers full of children!
Your enemies don't stand a chance against you;
you'll sweep them right off your doorstep.","3 Behold, children are a heritage from the Lord, the fruit of the womb a reward.

4 As arrows are in the hand of a warrior, so are the children of one's youth. 

5 Happy, blessed, and fortunate is the man whose quiver is filled with them! They will not be put to shame when they speak with their adversaries [in gatherings] at the [city's] gate.",abortion,no
44,Luke 1:41,"And it came to pass, that, when Elisabeth heard the salutation of Mary, the babe leaped in her womb; and Elisabeth was filled with the Holy Ghost:","When Elizabeth heard Mary's greeting, the baby in her womb leaped. She was filled with the Holy Spirit","And it occurred that when Elizabeth heard Mary's greeting, the baby leaped in her womb, and Elizabeth was filled with and controlled by the Holy Spirit.",abortion,no
45,Genesis 1:27,"So God created man in his own image, in the image of God created he him; male and female created he them.","God created human beings;
he created them godlike,
Reflecting God's nature.
He created them male and female.","So God created man in His own image, in the image and likeness of God He created him; male and female He created them.",abortion,no
46,Isaiah 49:1,"Listen, O isles, unto me; and hearken, ye people, from far; The Lord hath called me from the womb; from the bowels of my mother hath he made mention of my name.","Listen, far-flung islands,
pay attention, faraway people:
God put me to work from the day I was born.
The moment I entered the world he named me.","Listen to me, O isles and coastlands, and hearken, you peoples from afar. The Lord has called me from the womb; from the body of my mother He has named my name.",abortion,no
47,Job 31:15,Did not he that made me in the womb make him? and did not one fashion us in the womb?,"Didn't the same God who made me, make them?
Aren't we all made of the same stuff, equals before God?",Did not He Who made me in the womb make [my servant]? And did not One fashion us both in the womb?,abortion,no
48,Psalms 22:10,I was cast upon thee from the womb: thou art my God from my mother's belly.,"When I left the womb you cradled me;
since the moment of birth you've been my God.",I was cast upon You from my very birth; from my mother's womb You have been my God.,abortion,no
49,Isaiah 49:15,"Can a woman forget her sucking child, that she should not have compassion on the son of her womb? yea, they may forget, yet will I not forget thee.","Can a mother forget the infant at her breast,
walk away from the baby she bore?
But even if mothers forget,
I'd never forget you — never.","[And the Lord answered] Can a woman forget her nursing child, that she should not have compassion on the son of her womb? Yes, they may forget, yet I will not forget you.",abortion,no
50,Luke 1:15,"For he shall be great in the sight of the Lord, and shall drink neither wine nor strong drink; and he shall be filled with the Holy Ghost, even from his mother's womb.",He'll achieve great stature with God. He'll drink neither wine nor beer. He'll be filled with the Holy Spirit from the moment he leaves his mother's womb.,"For he will be great and distinguished in the sight of the Lord. And he must drink no wine nor strong drink, and he will be filled with and controlled by the Holy Spirit even in and from his mother's womb.",abortion,no
51,Galatians 1:15,"But when it pleased God, who separated me from my mother's womb, and called me by his grace","Even then God had designs on me. Why, when I was still in my mother's womb he chose and called me out of sheer generosity!","But when He, Who had chosen and set me apart [even] before I was born and had called me by His grace (His undeserved favor and blessing), saw fit and was pleased",abortion,no
52,Genesis 25:22,"And the children struggled together within her; and she said, If it be so, why am I thus? And she went to inquire of the Lord.","But the children tumbled and kicked inside her so much that she said, ""If this is the way it's going to be, why go on living?"" She went to God to find out what was going on.","[Two] children struggled together within her; and she said, If it is so [that the Lord has heard our prayer], why am I like this? And she went to inquire of the Lord.",abortion,no
53,Isaiah 44:24,"Thus saith the Lord, thy redeemer, and he that formed thee from the womb, I am the Lord that maketh all things; that stretcheth forth the heavens alone; that spreadeth abroad the earth by myself;","God, your Redeemer,
who shaped your life in your mother's womb, says:
""I am God. I made all that is.
With no help from you I spread out the skies
and laid out the earth.""","Thus says the Lord, your Redeemer, and He Who formed you from the womb: I am the Lord, Who made all things, Who alone stretched out the heavens, Who spread out the earth by Myself [who was with Me]?",abortion,no
54,Romans 6:5-6,"5 For if we have been planted together in the likeness of his death, we shall be also in the likeness of his resurrection:
6 Knowing this, that our old man is crucified with him, that the body of sin might be destroyed, that henceforth we should not serve sin.","5 Each of us is raised into a light-filled world by our Father so that we can see where we're going in our new grace-sovereign country. 
6-7 Could it be any clearer? Our old way of life was nailed to the Cross with Christ, a decisive end to that sin-miserable life — no longer at sin's every beck and call! What we believe is this:","5 For if we have become one with Him by sharing a death like His, we shall also be [one with Him in sharing] His resurrection [by a new life lived for God]. 
6 We know that our old (unrenewed) self was nailed to the cross with Him in order that [our] body [which is the instrument] of sin might be made ineffective and inactive for evil, that we might no longer be the slaves of sin.",addiction,no
55,1 Corinthians 10:13,"There hath no temptation taken you but such as is common to man: but God is faithful, who will not suffer you to be tempted above that ye are able; but will with the temptation also make a way to escape, that ye may be able to bear it.",No test or temptation that comes your way is beyond the course of what others have had to face. All you need to remember is that God will never let you down; he'll never let you be pushed past your limit; he'll always be there to help you come through it.,"For no temptation (no trial regarded as enticing to sin), [no matter how it comes or where it leads] has overtaken you and laid hold on you that is not common to man [that is, no temptation or trial has come to you that is beyond human resistance and that is not adjusted and adapted and belonging to human experience, and such as man can bear]. But God is faithful [to His Word and to His compassionate nature], and He [can be trusted] not to let you be tempted and tried and assayed beyond your ability and strength of resistance and power to endure, but with the temptation He will [always] also provide the way out (the means of escape to a landing place), that you may be capable and strong and powerful to bear up under it patiently.",addiction,no
56,James 1:3,"Knowing this, that the trying of your faith worketh patience.","You know that under pressure, your faith-life is forced into the open and shows its true colors.",Be assured and understand that the trial and proving of your faith bring out endurance and steadfastness and patience.,addiction,no
57,Galatians 5:1,"Stand fast therefore in the liberty wherewith Christ hath made us free, and be not entangled again with the yoke of bondage.",Christ has set us free to live a free life. So take your stand! Never again let anyone put a harness of slavery on you.,"In [this] freedom Christ has made us free [and completely liberated us]; stand fast then, and do not be hampered and held ensnared and submit again to a yoke of slavery [which you have once put off].",addiction,no
58,Titus 2:11-12,"11 For the grace of God that bringeth salvation hath appeared to all men,
12 Teaching us that, denying ungodliness and worldly lusts, we should live soberly, righteously, and godly, in this present world;","11 God's readiness to give and forgive is now public. Salvation's available for everyone! 12 We're being shown how to turn our backs on a godless, indulgent life, and how to take on a God-filled, God-honoring life. This new life is starting right now.","11 For the grace of God (His unmerited favor and blessing) has come forward (appeared) for the deliverance from sin and the eternal salvation for all mankind.
12 It has trained us to reject and renounce all ungodliness (irreligion) and worldly (passionate) desires, to live discreet (temperate, self-controlled), upright, devout (spiritually whole) lives in this present world",addiction,no
59,1 Corinthians 6:12,"All things are lawful unto me, but all things are not expedient: all things are lawful for me, but I will not be brought under the power of any.","Just because something is technically legal doesn't mean that it's spiritually appropriate. If I went around doing whatever I thought I could get by with, I'd be a slave to my whims.","Everything is permissible (allowable and lawful) for me; but not all things are helpful (good for me to do, expedient and profitable when considered with other things). Everything is lawful for me, but I will not become the slave of anything or be brought under its power.",addiction,no
60,1 John 2:16,"For all that is in the world, the lust of the flesh, and the lust of the eyes, and the pride of life, is not of the Father, but is of the world.","Practically everything that goes on in the world — wanting your own way, wanting everything for yourself, wanting to appear important — has nothing to do with the Father. It just isolates you from him.",For all that is in the world — the lust of the flesh [craving for sensual gratification] and the lust of the eyes [greedy longings of the mind] and the pride of life [assurance in one's own resources or in the stability of earthly things] — these do not come from the Father but are from the world [itself].,addiction,no
61,James 4:7,"Submit yourselves therefore to God. Resist the devil, and he will flee from you.",So let God work his will in you. Yell a loud no to the Devil and watch him scamper.,"So be subject to God. Resist the devil [stand firm against him], and he will flee from you.",addiction,no
62,John 8:34,"Jesus answered them, Verily, verily, I say unto you, Whosoever committeth sin is the servant of sin.","Jesus said, ""I tell you most solemnly that anyone who chooses a life of sin is trapped in a dead-end life and is, in fact, a slave.","Jesus answered them, I assure you, most solemnly I tell you, Whoever commits and practices sin is the slave of sin.",addiction,no
63,John 8:31-32,"31 Then said Jesus to those Jews which believed on him, If ye continue in my word, then are ye my disciples indeed;
32 And ye shall know the truth, and the truth shall make you free.","31 Then Jesus turned to the Jews who had claimed to believe in him. ""If you stick with this, living out what I tell you, you are my disciples for sure. 32 Then you will experience for yourselves the truth, and the truth will free you.""","31 So Jesus said to those Jews who had believed in Him, If you abide in My word [hold fast to My teachings and live in accordance with them], you are truly My disciples. 
32 And you will know the Truth, and the Truth will set you free.",addiction,no
64,Mathew 26:41,"Watch and pray, that ye enter not into temptation: the spirit indeed is willing, but the flesh is weak.","Stay alert; be in prayer so you don't wander into temptation without even knowing you're in danger. There is a part of you that is eager, ready for anything in God. But there's another part that's as lazy as an old dog sleeping by the fire.""","All of you must keep awake (give strict attention, be cautious and active) and watch and pray, that you may not come into temptation. The spirit indeed is willing, but the flesh is weak.",addiction,no
65,1 Corinthians 15:33,Be not deceived: evil communications corrupt good manners.,"But don't fool yourselves. Don't let yourselves be poisoned by this anti-resurrection loose talk. ""Bad company ruins good manners.""","Do not be so deceived and misled! Evil companionships (communion, associations) corrupt and deprave good manners and morals and character.",addiction,no
66,John 8:36,"If the Son therefore shall make you free, ye shall be free indeed.","So if the Son sets you free, you are free through and through.","So if the Son liberates you [makes you free men], then you are really and unquestionably free.",addiction,no
67,1 Timothy 3:8,"Likewise must the deacons be grave, not doubletongued, not given to much wine, not greedy of filthy lucre;","The same goes for those who want to be servants in the church: serious, not deceitful, not too free with the bottle, not in it for what they can get out of it.","In like manner the deacons [must be] worthy of respect, not shifty and double-talkers but sincere in what they say, not given to much wine, not greedy for base gain [craving wealth and resorting to ignoble and dishonest methods of getting it].",addiction,no
68,Proverbs 6:32,But whoso committeth adultery with a woman lacketh understanding: he that doeth it destroyeth his own soul.,"Adultery is a brainless act,
soul-destroying, self-destructive;",But whoever commits adultery with a woman lacks heart and understanding (moral principle and prudence); he who does it is destroying his own life.,adultery,no
69,Mathew 5:28,"But I say unto you, That whosoever looketh on a woman to lust after her hath committed adultery with her already in his heart.",But don't think you've preserved your virtue simply by staying out of bed. Your heart can be corrupted by lust even quicker than your body. Those leering looks you think nobody notices — they also corrupt.,But I say to you that everyone who so much as looks at a woman with evil desire for her has already committed adultery with her in his heart.,adultery,no
70,1 Corinthians 6:9,"Know ye not that the unrighteous shall not inherit the kingdom of God? Be not deceived: neither fornicators, nor idolaters, nor adulterers, nor effeminate, nor abusers of themselves with mankind","Don't you realize that this is not the way to live? Unjust people who don't care about God will not be joining in his kingdom. Those who use and abuse each other, use and abuse sex","Do you not know that the unrighteous and the wrongdoers will not inherit or have any share in the kingdom of God? Do not be deceived (misled): neither the impure and immoral, nor idolaters, nor adulterers, nor those who participate in homosexuality,",adultery,no
71,Job 24:15,"The eye also of the adulterer waiteth for the twilight, saying, No eye shall see me: and disguiseth his face.","Sexual predators can't wait for nightfall,
thinking, 'No one can see us now.'","The eye also of the adulterer waits for the twilight, saying, No eye shall see me, and he puts a disguise upon his face.",adultery,no
72,Leviticus 18:20,"Moreover thou shalt not lie carnally with thy neighbour's wife, to defile thyself with her.",Don't have sex with your neighbor's wife and violate yourself by her.,"Moreover, you shall not lie carnally with your neighbor's wife, to defile yourself with her.",adultery,no
73,1 Corinthians 6:18,Flee fornication. Every sin that a man doeth is without the body; but he that committeth fornication sinneth against his own body.,"There is a sense in which sexual sins are different from all others. In sexual sin we violate the sacredness of our own bodies, these bodies that were made for God-given and God-modeled love, for ""becoming one"" with another.","Shun immorality and all sexual looseness [flee from impurity in thought, word, or deed]. Any other sin which a man commits is one outside the body, but he who commits sexual immorality sins against his own body.",adultery,no
